,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG,TRAVELER_ID,cluster,cluster_name
826,남,20,1,2,1,3,4,부산광역시,제주,2인 여행(가족 외),2,1,8,summer,4,h002889,6,뉴트럴바이브 듀오 스테이러
827,여,50,1,2,7,1,3,대구광역시,제주,2인 여행(가족 외),1,1,6,summer,4,h000491,4,느슨하게 떠나는 듀오 무드러
828,남,50,2,3,8,1,4,서울특별시,제주,자녀 동반 여행,2,2,7,summer,4,h002195,5,차분템포 자연수집 패밀리
829,남,20,2,3,5,4,2,서울특별시,제주,2인 가족 여행,5,1,6,summer,3,h001129,4,느슨하게 떠나는 듀오 무드러
830,여,20,1,12,2,4,6,경기도,제주,부모 동반 여행,2,3,6,summer,3,h001458,7,패밀리 무드 ON 스탠다드러
831,남,30,1,8,6,1,4,경기도,제주,2인 여행(가족 외),3,1,7,summer,3,h000886,4,느슨하게 떠나는 듀오 무드러
832,여,20,1,1,4,3,3,전라북도,제주,2인 여행(가족 외),5,1,6,summer,3,h000488,4,느슨하게 떠나는 듀오 무드러
833,남,20,1,2,4,1,2,경기도,제주,2인 여행(가족 외),3,1,7,summer,4,h000648,4,느슨하게 떠나는 듀오 무드러
834,남,30,1,4,4,5,1,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1,h006573,3,솔로감성 잠깐 리프레시러
835,여,30,2,11,1,5,3,경기도,제주,자녀 동반 여행,9,3,6,summer,3,h001260,7,패밀리 무드 ON 스탠다드러
836,남,50,2,10,9,1,1,서울특별시,제주,3대 동반 여행(친척 포함),9,13,5,spring,3,h000306,0,자연에 진심인 힐링패밀리
837,여,30,1,3,4,2,2,서울특별시,제주,나홀로 여행,1,0,8,summer,3,h003024,4,느슨하게 떠나는 듀오 무드러
838,여,30,1,3,3,2,2,경기도,제주,2인 여행(가족 외),2,1,8,summer,4,h004752,4,느슨하게 떠나는 듀오 무드러
839,여,30,1,3,5,3,1,제주특별자치도,제주,나홀로 여행,1,0,8,summer,3,h002854,4,느슨하게 떠나는 듀오 무드러
840,여,20,1,4,4,6,1,제주특별자치도,제주,3인 이상 여행(가족 외),3,2,9,autumn,1,h006750,1,자연집중 번개여행 패밀리
841,여,40,2,3,3,2,2,부산광역시,제주,2인 여행(가족 외),2,1,6,summer,3,h001261,4,느슨하게 떠나는 듀오 무드러
842,남,40,2,3,5,1,3,서울특별시,제주,2인 가족 여행,6,1,5,spring,3,h000009,4,느슨하게 떠나는 듀오 무드러
843,남,30,1,12,2,2,6,전라북도,제주,2인 여행(가족 외),3,1,8,summer,3,h005181,6,뉴트럴바이브 듀오 스테이러
844,여,20,1,4,4,2,6,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3,h004851,6,뉴트럴바이브 듀오 스테이러
845,남,40,2,3,4,1,6,인천광역시,제주,3대 동반 여행(친척 포함),1,3,7,summer,4,h001850,7,패밀리 무드 ON 스탠다드러
846,여,30,2,2,4,1,4,경기도,제주,나홀로 여행,2,0,6,summer,4,h000123,4,느슨하게 떠나는 듀오 무드러
847,남,30,1,3,3,3,2,서울특별시,제주,나홀로 여행,7,0,7,summer,3,h002125,4,느슨하게 떠나는 듀오 무드러
848,여,30,1,3,6,1,1,전라북도,제주,2인 가족 여행,2,1,7,summer,4,h001443,4,느슨하게 떠나는 듀오 무드러
849,여,20,1,13,4,1,2,경기도,제주,2인 여행(가족 외),7,1,7,summer,3,h001863,4,느슨하게 떠나는 듀오 무드러
850,여,60,2,11,1,2,5,경기도,제주,자녀 동반 여행,1,2,8,summer,4,h002625,7,패밀리 무드 ON 스탠다드러
851,여,30,1,12,2,3,2,세종특별자치시,제주,2인 여행(가족 외),2,1,7,summer,3,h001196,6,뉴트럴바이브 듀오 스테이러
852,여,20,1,12,2,3,2,경기도,제주,2인 여행(가족 외),3,1,8,summer,3,h005655,6,뉴트럴바이브 듀오 스테이러
853,여,50,2,2,6,1,2,서울특별시,제주,자녀 동반 여행,1,3,6,summer,4,h000346,5,차분템포 자연수집 패밀리
854,남,30,1,2,5,4,3,제주특별자치도,제주,2인 여행(가족 외),7,1,9,autumn,1,h006755,3,솔로감성 잠깐 리프레시러
855,남,20,1,4,4,1,1,경기도,제주,2인 여행(가족 외),2,1,7,summer,5,h001453,6,뉴트럴바이브 듀오 스테이러
856,여,20,1,3,4,1,3,전라남도,제주,2인 여행(가족 외),2,1,7,summer,4,h002396,4,느슨하게 떠나는 듀오 무드러
857,여,30,2,3,3,1,4,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1,h006418,3,솔로감성 잠깐 리프레시러
858,여,20,1,12,3,6,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,5,h001662,2,탐험 ON한 듀오 트래블러
859,여,20,1,13,2,2,4,인천광역시,제주,2인 여행(가족 외),2,1,8,summer,4,h005461,6,뉴트럴바이브 듀오 스테이러
860,남,20,1,12,2,4,2,서울특별시,제주,3인 이상 여행(가족 외),2,3,6,summer,4,h000620,7,패밀리 무드 ON 스탠다드러
861,여,50,2,2,9,5,4,충청남도,제주,자녀 동반 여행,1,4,8,summer,4,h002726,5,차분템포 자연수집 패밀리
862,남,50,2,8,6,1,1,부산광역시,제주,2인 여행(가족 외),1,1,5,spring,3,h000314,4,느슨하게 떠나는 듀오 무드러
863,여,20,1,3,3,1,4,서울특별시,제주,부모 동반 여행,3,2,8,summer,3,h002866,7,패밀리 무드 ON 스탠다드러
864,남,20,1,3,5,10,3,충청북도,제주,2인 여행(가족 외),2,1,7,summer,3,h002028,2,탐험 ON한 듀오 트래블러
865,남,40,1,4,1,1,4,부산광역시,제주,2인 여행(가족 외),4,1,5,spring,3,h000065,6,뉴트럴바이브 듀오 스테이러
866,남,20,1,2,4,3,3,인천광역시,제주,부모 동반 여행,2,3,8,summer,3,h002395,7,패밀리 무드 ON 스탠다드러
867,여,20,1,13,4,1,6,부산광역시,제주,3대 동반 여행(친척 포함),1,4,6,summer,3,h000897,7,패밀리 무드 ON 스탠다드러
868,남,20,1,12,3,1,4,인천광역시,제주,2인 여행(가족 외),2,1,7,summer,3,h001794,6,뉴트럴바이브 듀오 스테이러
869,여,50,2,3,5,3,2,서울특별시,제주,자녀 동반 여행,3,2,8,summer,5,h002713,7,패밀리 무드 ON 스탠다드러
870,남,30,1,12,1,2,5,경기도,제주,3인 이상 여행(가족 외),3,5,8,summer,3,h002132,7,패밀리 무드 ON 스탠다드러
871,여,30,1,3,4,3,4,경상남도,제주,2인 여행(가족 외),3,1,7,summer,4,h002083,4,느슨하게 떠나는 듀오 무드러
872,남,30,2,4,9,1,4,경기도,제주,나홀로 여행,2,0,6,summer,2,h001172,5,차분템포 자연수집 패밀리
873,남,50,2,3,6,2,6,제주특별자치도,제주,자녀 동반 여행,2,4,5,spring,1,h000218,1,자연집중 번개여행 패밀리
874,여,20,1,3,4,1,2,부산광역시,제주,부모 동반 여행,9,3,8,summer,3,h004998,7,패밀리 무드 ON 스탠다드러
875,여,30,1,2,4,2,1,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,3,h000456,4,느슨하게 떠나는 듀오 무드러
876,남,40,2,8,5,2,2,제주특별자치도,제주,자녀 동반 여행,2,1,9,autumn,1,h006464,1,자연집중 번개여행 패밀리
877,여,30,1,2,5,1,1,제주특별자치도,제주,2인 여행(가족 외),7,1,9,autumn,1,h006321,1,자연집중 번개여행 패밀리
878,남,40,1,4,4,10,4,경기도,제주,나홀로 여행,1,0,6,summer,4,h000691,2,탐험 ON한 듀오 트래블러
879,남,40,1,3,4,1,3,경상북도,제주,2인 여행(가족 외),3,1,7,summer,4,h001860,4,느슨하게 떠나는 듀오 무드러
880,여,20,1,12,1,2,6,충청남도,제주,2인 여행(가족 외),2,1,7,summer,4,h001797,6,뉴트럴바이브 듀오 스테이러
881,남,20,2,11,2,2,1,부산광역시,제주,3인 이상 여행(가족 외),3,5,6,summer,3,h001152,0,자연에 진심인 힐링패밀리
882,여,50,2,3,4,2,3,경기도,제주,자녀 동반 여행,3,3,6,summer,4,h001492,7,패밀리 무드 ON 스탠다드러
883,남,50,2,13,5,2,2,제주특별자치도,제주,2인 가족 여행,1,1,5,spring,1,h000323,3,솔로감성 잠깐 리프레시러
884,남,20,1,12,3,6,7,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4,h001096,2,탐험 ON한 듀오 트래블러
885,여,50,2,11,1,3,4,제주특별자치도,제주,나홀로 여행,1,0,6,summer,1,h000717,3,솔로감성 잠깐 리프레시러
886,여,30,2,4,4,4,4,제주특별자치도,제주,3인 이상 여행(가족 외),2,3,9,autumn,2,h003641,1,자연집중 번개여행 패밀리
887,여,30,2,4,3,4,2,제주특별자치도,제주,자녀 동반 여행,1,3,9,autumn,1,h006709,1,자연집중 번개여행 패밀리
888,남,30,2,13,4,2,4,서울특별시,제주,3인 이상 여행(가족 외),1,2,9,autumn,4,h004365,7,패밀리 무드 ON 스탠다드러
889,여,50,2,11,1,2,4,제주특별자치도,제주,자녀 동반 여행,7,1,9,autumn,1,h006332,3,솔로감성 잠깐 리프레시러
890,남,30,1,2,5,4,4,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3,h002796,4,느슨하게 떠나는 듀오 무드러
891,남,40,2,2,6,5,4,경기도,제주,2인 여행(가족 외),1,1,6,summer,3,h001595,5,차분템포 자연수집 패밀리
892,여,30,1,3,4,1,4,강원도,제주,나홀로 여행,7,0,8,summer,6,h005163,4,느슨하게 떠나는 듀오 무드러
893,남,20,1,13,2,1,3,인천광역시,제주,2인 여행(가족 외),3,1,6,summer,3,h001146,6,뉴트럴바이브 듀오 스테이러
894,남,40,2,2,5,1,4,제주특별자치도,제주,자녀 동반 여행,2,3,9,autumn,1,h006594,1,자연집중 번개여행 패밀리
895,여,30,1,12,2,4,3,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,4,h001719,6,뉴트럴바이브 듀오 스테이러
896,여,30,1,2,3,4,2,광주광역시,제주,2인 가족 여행,1,1,9,autumn,2,h006416,3,솔로감성 잠깐 리프레시러
897,여,30,1,2,6,5,3,서울특별시,제주,나홀로 여행,7,0,7,summer,3,h002246,4,느슨하게 떠나는 듀오 무드러
898,남,60,3,3,5,1,1,경기도,제주,3인 이상 여행(가족 외),6,2,9,autumn,4,h005253,4,느슨하게 떠나는 듀오 무드러
899,남,40,4,4,8,3,4,경기도,제주,자녀 동반 여행,3,1,6,summer,4,h000344,5,차분템포 자연수집 패밀리
900,남,30,1,3,4,2,4,경기도,제주,부모 동반 여행,3,3,7,summer,4,h002496,7,패밀리 무드 ON 스탠다드러
901,여,30,1,12,1,2,4,경기도,제주,2인 여행(가족 외),4,1,6,summer,8,h000534,6,뉴트럴바이브 듀오 스테이러
902,남,30,1,3,5,6,4,충청북도,제주,2인 여행(가족 외),2,1,6,summer,4,h001415,2,탐험 ON한 듀오 트래블러
903,여,20,1,12,4,2,1,제주특별자치도,제주,2인 여행(가족 외),3,1,7,summer,2,h002503,1,자연집중 번개여행 패밀리
904,여,40,2,7,4,1,3,제주특별자치도,제주,자녀 동반 여행,2,3,6,summer,1,h000487,1,자연집중 번개여행 패밀리
905,여,40,1,3,4,1,4,제주특별자치도,제주,2인 가족 여행,1,1,7,summer,1,h001703,3,솔로감성 잠깐 리프레시러
906,여,30,2,2,6,1,5,제주특별자치도,제주,자녀 동반 여행,3,3,6,summer,2,h001203,1,자연집중 번개여행 패밀리
907,여,50,2,3,1,4,4,제주특별자치도,제주,2인 가족 여행,2,1,7,summer,1,h002454,3,솔로감성 잠깐 리프레시러
908,여,30,2,3,1,1,4,서울특별시,제주,자녀 동반 여행,3,3,5,spring,5,h000043,7,패밀리 무드 ON 스탠다드러
909,남,50,4,10,5,3,1,강원도,제주,3인 이상 여행(가족 외),3,6,9,autumn,2,h006083,0,자연에 진심인 힐링패밀리
910,여,30,2,11,5,1,3,서울특별시,제주,자녀 동반 여행,2,2,9,autumn,8,h003578,7,패밀리 무드 ON 스탠다드러
911,여,20,1,2,4,3,4,광주광역시,제주,3인 이상 여행(가족 외),2,3,8,summer,3,h003483,7,패밀리 무드 ON 스탠다드러
912,여,30,1,9,3,4,2,제주특별자치도,제주,2인 가족 여행,1,1,9,autumn,1,h006749,3,솔로감성 잠깐 리프레시러
913,남,20,1,12,1,1,4,세종특별자치시,제주,나홀로 여행,4,0,7,summer,3,h001596,6,뉴트럴바이브 듀오 스테이러
914,남,30,1,4,4,2,4,경기도,제주,2인 여행(가족 외),2,1,6,summer,4,h001275,4,느슨하게 떠나는 듀오 무드러
915,남,50,2,1,11,2,2,경기도,제주,2인 가족 여행,1,1,7,summer,3,h001482,5,차분템포 자연수집 패밀리
916,여,20,2,3,4,5,4,서울특별시,제주,2인 가족 여행,2,1,7,summer,3,h001494,2,탐험 ON한 듀오 트래블러
917,남,20,1,3,3,3,3,광주광역시,제주,2인 여행(가족 외),1,1,8,summer,3,h003953,6,뉴트럴바이브 듀오 스테이러
918,여,20,1,2,3,4,4,부산광역시,제주,2인 여행(가족 외),1,1,8,summer,5,h002552,6,뉴트럴바이브 듀오 스테이러
919,여,50,2,3,3,1,1,제주특별자치도,제주,자녀 동반 여행,3,3,9,autumn,1,h006681,1,자연집중 번개여행 패밀리
920,남,30,1,3,6,1,4,경기도,제주,3인 이상 여행(가족 외),7,3,6,summer,3,h001254,5,차분템포 자연수집 패밀리
921,남,30,1,2,4,3,4,서울특별시,제주,나홀로 여행,2,0,6,summer,3,h000476,4,느슨하게 떠나는 듀오 무드러
922,남,50,2,2,7,2,3,제주특별자치도,제주,자녀 동반 여행,6,2,9,autumn,1,h006747,1,자연집중 번개여행 패밀리
923,남,30,1,3,4,1,4,제주특별자치도,제주,나홀로 여행,5,0,9,autumn,1,h006569,3,솔로감성 잠깐 리프레시러
924,남,20,1,12,2,5,2,서울특별시,제주,3인 이상 여행(가족 외),1,3,8,summer,4,h003561,7,패밀리 무드 ON 스탠다드러
925,남,50,2,2,6,4,3,충청남도,제주,2인 여행(가족 외),3,1,7,summer,4,h002265,5,차분템포 자연수집 패밀리
926,여,30,2,3,5,2,2,제주특별자치도,제주,3인 이상 여행(가족 외),1,3,9,autumn,1,h006565,1,자연집중 번개여행 패밀리
927,여,20,1,4,4,1,4,제주특별자치도,제주,3인 이상 여행(가족 외),2,2,7,summer,2,h002367,1,자연집중 번개여행 패밀리
928,여,40,2,4,4,3,2,서울특별시,제주,부모 동반 여행,2,4,6,summer,4,h000716,7,패밀리 무드 ON 스탠다드러
929,여,30,2,4,2,3,1,서울특별시,제주,3대 동반 여행(친척 포함),9,11,6,summer,4,h000630,0,자연에 진심인 힐링패밀리
930,여,30,1,3,2,6,4,경기도,제주,2인 여행(가족 외),3,1,9,autumn,4,h004118,2,탐험 ON한 듀오 트래블러
931,남,20,1,2,5,3,7,서울특별시,제주,나홀로 여행,4,0,6,summer,3,h001325,4,느슨하게 떠나는 듀오 무드러
932,여,40,2,3,8,2,1,경기도,제주,나홀로 여행,2,0,6,summer,4,h001471,5,차분템포 자연수집 패밀리
933,여,40,1,4,4,1,3,서울특별시,제주,3인 이상 여행(가족 외),3,2,6,summer,3,h000874,4,느슨하게 떠나는 듀오 무드러
934,여,30,1,13,6,1,1,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4,h001309,4,느슨하게 떠나는 듀오 무드러
935,여,20,1,12,1,2,4,부산광역시,제주,2인 여행(가족 외),1,1,8,summer,4,h004218,6,뉴트럴바이브 듀오 스테이러
936,여,30,1,2,4,1,2,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,5,h002163,4,느슨하게 떠나는 듀오 무드러
937,남,20,1,12,2,1,4,경기도,제주,2인 여행(가족 외),6,1,8,summer,4,h005267,6,뉴트럴바이브 듀오 스테이러
938,남,40,2,3,10,3,4,서울특별시,제주,3대 동반 여행(친척 포함),3,5,5,spring,4,h000052,5,차분템포 자연수집 패밀리
939,여,20,1,12,2,6,1,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3,h004119,2,탐험 ON한 듀오 트래블러
940,여,20,1,8,2,1,1,제주특별자치도,제주,나홀로 여행,4,0,9,autumn,1,h006493,3,솔로감성 잠깐 리프레시러
941,남,30,1,7,4,1,5,서울특별시,제주,2인 여행(가족 외),7,1,7,summer,3,h002371,4,느슨하게 떠나는 듀오 무드러
942,여,50,2,3,3,2,2,제주특별자치도,제주,자녀 동반 여행,3,3,9,autumn,1,h006440,1,자연집중 번개여행 패밀리
943,여,50,1,3,2,3,2,충청북도,제주,자녀 동반 여행,5,2,8,summer,3,h003588,6,뉴트럴바이브 듀오 스테이러
944,여,20,1,12,2,4,1,경상북도,제주,2인 여행(가족 외),2,1,8,summer,4,h004146,6,뉴트럴바이브 듀오 스테이러
945,여,20,1,4,1,3,3,광주광역시,제주,나홀로 여행,1,0,6,summer,4,h001081,6,뉴트럴바이브 듀오 스테이러
946,남,20,1,12,3,2,2,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,3,h002444,6,뉴트럴바이브 듀오 스테이러
947,여,30,2,3,3,1,6,제주특별자치도,제주,2인 여행(가족 외),1,1,9,autumn,1,h006551,3,솔로감성 잠깐 리프레시러
948,남,20,1,2,4,1,1,경기도,제주,2인 여행(가족 외),2,1,7,summer,3,h002633,6,뉴트럴바이브 듀오 스테이러
949,남,20,1,3,4,1,6,대구광역시,제주,3인 이상 여행(가족 외),1,3,6,summer,3,h000181,7,패밀리 무드 ON 스탠다드러
950,여,20,1,3,4,1,1,경기도,제주,나홀로 여행,4,0,9,autumn,2,h006410,3,솔로감성 잠깐 리프레시러
951,남,40,2,1,7,4,1,제주특별자치도,제주,나홀로 여행,6,0,8,summer,1,h003271,3,솔로감성 잠깐 리프레시러
952,남,40,2,3,5,3,2,경기도,제주,자녀 동반 여행,3,3,7,summer,4,h002037,7,패밀리 무드 ON 스탠다드러
953,여,40,1,5,4,2,4,제주특별자치도,제주,나홀로 여행,4,0,9,autumn,1,h006630,3,솔로감성 잠깐 리프레시러
954,남,30,1,12,1,1,5,부산광역시,제주,2인 가족 여행,2,1,8,summer,3,h004499,6,뉴트럴바이브 듀오 스테이러
955,남,20,1,12,1,6,2,경기도,제주,2인 가족 여행,1,1,9,autumn,2,h006192,2,탐험 ON한 듀오 트래블러
956,남,30,1,2,4,1,2,경기도,제주,나홀로 여행,10,0,5,spring,5,h000094,4,느슨하게 떠나는 듀오 무드러
957,여,20,1,3,3,4,4,부산광역시,제주,나홀로 여행,4,0,8,summer,4,h002795,6,뉴트럴바이브 듀오 스테이러
958,남,30,2,3,4,2,4,경상남도,제주,2인 가족 여행,1,1,8,summer,4,h002608,4,느슨하게 떠나는 듀오 무드러
959,여,40,2,3,4,2,3,울산광역시,제주,3인 이상 여행(가족 외),3,8,6,summer,5,h000877,0,자연에 진심인 힐링패밀리
960,남,40,2,3,5,30,2,제주특별자치도,제주,자녀 동반 여행,3,2,6,summer,1,h000530,2,탐험 ON한 듀오 트래블러
961,여,50,2,4,1,4,3,부산광역시,제주,자녀 동반 여행,3,3,8,summer,4,h005434,7,패밀리 무드 ON 스탠다드러
962,남,30,1,12,1,5,6,경기도,제주,부모 동반 여행,2,2,6,summer,2,h001739,6,뉴트럴바이브 듀오 스테이러
963,남,20,1,3,5,1,1,서울특별시,제주,2인 여행(가족 외),5,1,8,summer,4,h003332,4,느슨하게 떠나는 듀오 무드러
964,남,20,2,2,4,4,2,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1,h006613,3,솔로감성 잠깐 리프레시러
965,여,40,2,5,2,3,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3,h001262,6,뉴트럴바이브 듀오 스테이러
966,여,40,2,3,6,1,6,경기도,제주,자녀 동반 여행,10,2,7,summer,6,h001742,5,차분템포 자연수집 패밀리
967,여,30,1,4,3,1,4,서울특별시,제주,3인 이상 여행(가족 외),9,3,5,spring,4,h000225,7,패밀리 무드 ON 스탠다드러
968,여,50,2,4,1,2,5,제주특별자치도,제주,자녀 동반 여행,3,1,9,autumn,1,h006476,1,자연집중 번개여행 패밀리
969,남,20,1,3,3,4,1,대전광역시,제주,나홀로 여행,7,0,5,spring,3,h000051,6,뉴트럴바이브 듀오 스테이러
970,여,40,2,2,6,2,6,광주광역시,제주,3인 이상 여행(가족 외),8,8,8,summer,4,h002042,0,자연에 진심인 힐링패밀리
971,남,40,1,2,6,2,2,경기도,제주,2인 여행(가족 외),3,1,6,summer,3,h001706,4,느슨하게 떠나는 듀오 무드러
972,남,30,1,3,5,1,2,광주광역시,제주,2인 여행(가족 외),2,1,6,summer,5,h000922,4,느슨하게 떠나는 듀오 무드러
973,여,30,1,3,3,1,3,제주특별자치도,제주,2인 여행(가족 외),1,1,9,autumn,1,h006395,3,솔로감성 잠깐 리프레시러
974,여,50,1,3,6,3,1,제주특별자치도,제주,2인 여행(가족 외),2,1,9,autumn,1,h006496,3,솔로감성 잠깐 리프레시러
975,여,20,1,3,4,4,5,경기도,제주,부모 동반 여행,2,2,8,summer,4,h002556,6,뉴트럴바이브 듀오 스테이러
976,남,20,1,4,4,1,4,제주특별자치도,제주,나홀로 여행,7,0,6,summer,1,h001602,3,솔로감성 잠깐 리프레시러
977,여,20,1,3,4,5,2,경기도,제주,3인 이상 여행(가족 외),2,3,8,summer,3,h005052,2,탐험 ON한 듀오 트래블러
978,여,40,2,11,3,1,6,제주특별자치도,제주,자녀 동반 여행,2,3,5,spring,2,h000307,1,자연집중 번개여행 패밀리
979,여,20,1,2,5,4,2,제주특별자치도,제주,나홀로 여행,1,0,7,summer,1,h001540,3,솔로감성 잠깐 리프레시러
980,남,30,1,12,2,2,4,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3,h003243,6,뉴트럴바이브 듀오 스테이러
981,여,40,2,3,5,1,4,서울특별시,제주,자녀 동반 여행,2,3,7,summer,4,h001849,7,패밀리 무드 ON 스탠다드러
982,남,30,2,13,4,1,1,제주특별자치도,제주,나홀로 여행,6,0,8,summer,1,h002296,3,솔로감성 잠깐 리프레시러
983,남,30,1,12,1,7,6,제주특별자치도,제주,2인 가족 여행,2,1,7,summer,1,h002416,2,탐험 ON한 듀오 트래블러
984,남,20,1,12,1,2,2,경기도,제주,2인 여행(가족 외),2,1,7,summer,4,h001655,6,뉴트럴바이브 듀오 스테이러
985,여,20,1,2,4,1,3,인천광역시,제주,3인 이상 여행(가족 외),3,3,6,summer,3,h001034,7,패밀리 무드 ON 스탠다드러
986,여,60,2,2,5,1,4,서울특별시,제주,3인 이상 여행(가족 외),2,3,5,spring,3,h000042,7,패밀리 무드 ON 스탠다드러
987,남,20,2,3,8,2,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3,h001213,5,차분템포 자연수집 패밀리
988,남,40,1,4,4,1,2,서울특별시,제주,2인 여행(가족 외),7,1,7,summer,4,h002328,4,느슨하게 떠나는 듀오 무드러
989,여,30,2,3,2,4,4,서울특별시,제주,3인 이상 여행(가족 외),2,2,7,summer,3,h001660,7,패밀리 무드 ON 스탠다드러
990,여,20,1,3,5,5,2,경기도,제주,나홀로 여행,2,0,6,summer,5,h000108,4,느슨하게 떠나는 듀오 무드러
991,여,40,2,3,7,2,4,대전광역시,제주,자녀 동반 여행,1,3,5,spring,5,h000192,5,차분템포 자연수집 패밀리
992,여,40,2,2,5,1,4,충청북도,제주,자녀 동반 여행,1,2,7,summer,6,h002308,7,패밀리 무드 ON 스탠다드러
993,여,20,1,2,1,5,1,대구광역시,제주,2인 여행(가족 외),1,1,7,summer,4,h001542,6,뉴트럴바이브 듀오 스테이러
994,남,20,1,4,4,3,7,제주특별자치도,제주,2인 여행(가족 외),3,1,9,autumn,1,h006671,3,솔로감성 잠깐 리프레시러
995,여,30,1,12,3,3,5,서울특별시,제주,부모 동반 여행,9,4,8,summer,4,h004225,7,패밀리 무드 ON 스탠다드러
996,남,50,2,1,4,3,1,제주특별자치도,제주,2인 가족 여행,3,1,9,autumn,1,h004977,1,자연집중 번개여행 패밀리
997,여,20,1,12,2,2,4,서울특별시,제주,2인 여행(가족 외),7,1,9,autumn,2,h006152,6,뉴트럴바이브 듀오 스테이러
998,남,30,1,12,1,3,3,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,5,h004411,6,뉴트럴바이브 듀오 스테이러
999,여,20,1,12,2,2,4,인천광역시,제주,2인 여행(가족 외),1,1,8,summer,3,h003774,6,뉴트럴바이브 듀오 스테이러
1000,남,20,1,12,2,4,1,대전광역시,제주,3인 이상 여행(가족 외),3,4,7,summer,4,h002310,7,패밀리 무드 ON 스탠다드러
1001,여,30,1,3,3,2,4,제주특별자치도,제주,나홀로 여행,2,0,6,summer,1,h001285,3,솔로감성 잠깐 리프레시러
1002,여,30,1,3,4,3,2,경기도,제주,2인 여행(가족 외),9,1,6,summer,3,h001125,4,느슨하게 떠나는 듀오 무드러
1003,남,20,1,12,1,4,1,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3,h002779,6,뉴트럴바이브 듀오 스테이러
1004,여,30,1,3,4,1,2,대구광역시,제주,3인 이상 여행(가족 외),2,2,7,summer,3,h001966,4,느슨하게 떠나는 듀오 무드러
1005,남,30,1,2,5,6,2,서울특별시,제주,2인 여행(가족 외),6,1,8,summer,3,h003599,2,탐험 ON한 듀오 트래블러
1006,남,30,1,12,9,4,4,대구광역시,제주,2인 여행(가족 외),1,1,9,autumn,3,h003961,5,차분템포 자연수집 패밀리
1007,남,50,2,2,5,1,2,제주특별자치도,제주,자녀 동반 여행,3,2,9,autumn,1,h006543,1,자연집중 번개여행 패밀리
1008,남,20,1,12,3,4,6,부산광역시,제주,3인 이상 여행(가족 외),3,2,6,summer,3,h001366,6,뉴트럴바이브 듀오 스테이러
1009,남,30,2,2,4,2,2,인천광역시,제주,자녀 동반 여행,3,3,6,summer,5,h000588,7,패밀리 무드 ON 스탠다드러
1010,여,50,2,4,3,5,5,제주특별자치도,제주,2인 가족 여행,1,1,5,spring,1,h000224,3,솔로감성 잠깐 리프레시러
1011,여,30,1,4,4,5,4,충청북도,제주,2인 여행(가족 외),2,1,8,summer,3,h005149,2,탐험 ON한 듀오 트래블러
1012,여,40,1,3,4,1,1,인천광역시,제주,부모 동반 여행,2,2,6,summer,4,h000771,4,느슨하게 떠나는 듀오 무드러
1013,여,20,1,12,2,4,5,전라북도,제주,2인 여행(가족 외),1,1,7,summer,3,h001686,6,뉴트럴바이브 듀오 스테이러
1014,여,30,1,12,2,2,6,경기도,제주,3인 이상 여행(가족 외),2,2,8,summer,4,h002982,6,뉴트럴바이브 듀오 스테이러
1015,남,30,1,2,3,1,2,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,1,h006457,3,솔로감성 잠깐 리프레시러
1016,여,40,2,3,11,2,4,경기도,제주,자녀 동반 여행,1,2,6,summer,4,h000800,5,차분템포 자연수집 패밀리
1017,남,50,2,7,6,3,1,인천광역시,제주,2인 가족 여행,2,1,8,summer,3,h005455,5,차분템포 자연수집 패밀리
1018,남,20,1,4,2,2,3,광주광역시,제주,2인 여행(가족 외),1,1,9,autumn,3,h005841,6,뉴트럴바이브 듀오 스테이러
1019,남,30,1,2,4,2,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,4,h000782,4,느슨하게 떠나는 듀오 무드러
1020,여,30,1,3,7,1,2,경기도,제주,2인 여행(가족 외),3,1,8,summer,4,h002873,4,느슨하게 떠나는 듀오 무드러
1021,여,20,2,11,2,2,1,경기도,제주,자녀 동반 여행,7,2,6,summer,5,h000914,7,패밀리 무드 ON 스탠다드러
