,TRAVELER_ID,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG
1497,g002539,여,40,1,4,3,1,7,광주광역시,전북,2인 여행(가족 외),2,1,7,summer,2
1498,h000323,남,50,2,13,5,2,2,제주특별자치도,제주,2인 가족 여행,1,1,5,spring,1
1499,g006350,여,30,1,3,5,5,4,서울특별시,전남,2인 가족 여행,2,1,8,summer,2
1500,h001096,남,20,1,12,3,6,7,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4
1501,h000717,여,50,2,11,1,3,4,제주특별자치도,제주,나홀로 여행,1,0,6,summer,1
1502,e002274,여,40,2,5,3,3,1,경기도,인천,부모 동반 여행,7,4,6,summer,2
1503,e001241,여,20,1,3,3,1,1,서울특별시,경기,3인 이상 여행(가족 외),3,8,5,spring,2
1504,h003641,여,30,2,4,4,4,4,제주특별자치도,제주,3인 이상 여행(가족 외),2,3,9,autumn,2
1505,h006709,여,30,2,4,3,4,2,제주특별자치도,제주,자녀 동반 여행,1,3,9,autumn,1
1506,h004365,남,30,2,13,4,2,4,서울특별시,제주,3인 이상 여행(가족 외),1,2,9,autumn,4
1507,f001223,여,40,2,11,2,1,1,서울특별시,강원,3인 이상 여행(가족 외),2,3,5,spring,2
1508,h006332,여,50,2,11,1,2,4,제주특별자치도,제주,자녀 동반 여행,7,1,9,autumn,1
1509,e002806,여,30,2,3,2,4,3,경기도,경기,자녀 동반 여행,1,2,6,summer,1
1510,f000588,여,20,1,2,6,2,2,인천광역시,강원,2인 여행(가족 외),2,1,5,spring,2
1511,e002731,여,30,2,4,4,2,3,경기도,인천,2인 여행(가족 외),1,1,6,summer,2
1512,h002796,남,30,1,2,5,4,4,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3
1513,e005404,여,30,2,2,5,1,6,서울특별시,인천,자녀 동반 여행,2,3,7,summer,2
1514,h001487,남,30,2,3,6,6,4,서울특별시,도서 지역,자녀 동반 여행,2,2,6,summer,3
1515,g003912,여,50,2,4,4,1,5,광주광역시,전남,자녀 동반 여행,2,3,7,summer,2
1516,g004599,여,50,2,9,3,5,3,울산광역시,전남,3대 동반 여행(친척 포함),3,7,8,summer,2
1517,g002922,남,20,1,3,4,3,4,경기도,충남,부모 동반 여행,3,4,6,summer,2
1518,h001595,남,40,2,2,6,5,4,경기도,제주,2인 여행(가족 외),1,1,6,summer,3
1519,h005163,여,30,1,3,4,1,4,강원도,제주,나홀로 여행,7,0,8,summer,6
1520,h001146,남,20,1,13,2,1,3,인천광역시,제주,2인 여행(가족 외),3,1,6,summer,3
1521,h006594,남,40,2,2,5,1,4,제주특별자치도,제주,자녀 동반 여행,2,3,9,autumn,1
1522,h001719,여,30,1,12,2,4,3,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,4
1523,h006416,여,30,1,2,3,4,2,광주광역시,제주,2인 가족 여행,1,1,9,autumn,2
1524,e004439,여,20,1,2,4,1,6,경기도,인천,2인 여행(가족 외),1,1,7,summer,2
1525,h002246,여,30,1,2,6,5,3,서울특별시,제주,나홀로 여행,7,0,7,summer,3
1526,f001769,여,30,1,3,9,1,1,울산광역시,대구,2인 여행(가족 외),5,1,5,spring,2
1527,h005253,남,60,3,3,5,1,1,경기도,제주,3인 이상 여행(가족 외),6,2,9,autumn,4
1528,h000344,남,40,4,4,8,3,4,경기도,제주,자녀 동반 여행,3,1,6,summer,4
1529,g003669,여,30,1,12,1,1,3,전라북도,전남,2인 여행(가족 외),3,1,7,summer,2
1530,f010610,남,30,2,2,7,1,4,경상남도,경남,자녀 동반 여행,2,3,8,summer,2
1531,h002496,남,30,1,3,4,2,4,경기도,제주,부모 동반 여행,3,3,7,summer,4
1532,e002796,남,50,2,3,1,1,1,경기도,인천,2인 여행(가족 외),2,1,6,summer,1
1533,e004897,여,20,1,2,4,4,2,경기도,인천,3인 이상 여행(가족 외),2,2,7,summer,2
1534,h000534,여,30,1,12,1,2,4,경기도,제주,2인 여행(가족 외),4,1,6,summer,8
1535,f001646,여,50,2,11,2,7,2,경기도,강원,3인 이상 여행(가족 외),2,2,5,spring,3
1536,f003625,여,20,1,12,5,1,1,대구광역시,부산,나홀로 여행,1,0,6,summer,1
1537,h001415,남,30,1,3,5,6,4,충청북도,제주,2인 여행(가족 외),2,1,6,summer,4
1538,e003488,여,30,1,3,4,1,2,경기도,인천,2인 여행(가족 외),3,1,6,summer,2
1539,h002503,여,20,1,12,4,2,1,제주특별자치도,제주,2인 여행(가족 외),3,1,7,summer,2
1540,e002696,여,40,2,4,4,2,1,경기도,경기,2인 가족 여행,2,1,6,summer,2
1541,h000487,여,40,2,7,4,1,3,제주특별자치도,제주,자녀 동반 여행,2,3,6,summer,1
1542,h001703,여,40,1,3,4,1,4,제주특별자치도,제주,2인 가족 여행,1,1,7,summer,1
1543,e004090,남,20,1,4,5,1,7,제주특별자치도,서울,나홀로 여행,7,0,7,summer,2
1544,g002471,남,50,2,3,4,1,1,경상북도,전북,자녀 동반 여행,3,3,6,summer,2
1545,g002681,여,30,1,4,4,2,2,대전광역시,전남,나홀로 여행,7,0,6,summer,2
1546,h001203,여,30,2,2,6,1,5,제주특별자치도,제주,자녀 동반 여행,3,3,6,summer,2
1547,e003964,여,20,1,2,5,3,4,경기도,인천,2인 여행(가족 외),3,1,6,summer,2
1548,e002618,여,30,2,13,2,1,1,서울특별시,인천,2인 가족 여행,6,1,6,summer,1
1549,h002454,여,50,2,3,1,4,4,제주특별자치도,제주,2인 가족 여행,2,1,7,summer,1
1550,e003507,여,50,2,3,4,1,4,서울특별시,도서 지역,3인 이상 여행(가족 외),3,4,6,summer,2
1551,h000043,여,30,2,3,1,1,4,서울특별시,제주,자녀 동반 여행,3,3,5,spring,5
1552,h006083,남,50,4,10,5,3,1,강원도,제주,3인 이상 여행(가족 외),3,6,9,autumn,2
1553,h003578,여,30,2,11,5,1,3,서울특별시,제주,자녀 동반 여행,2,2,9,autumn,8
1554,h003483,여,20,1,2,4,3,4,광주광역시,제주,3인 이상 여행(가족 외),2,3,8,summer,3
1555,h006749,여,30,1,9,3,4,2,제주특별자치도,제주,2인 가족 여행,1,1,9,autumn,1
1556,f001907,여,40,1,2,3,2,3,부산광역시,경북,2인 가족 여행,1,1,6,summer,1
1557,h000539,여,30,1,3,4,4,2,서울특별시,도서 지역,3인 이상 여행(가족 외),9,3,6,summer,4
1558,h001596,남,20,1,12,1,1,4,세종특별자치시,제주,나홀로 여행,4,0,7,summer,3
1559,f005354,여,20,1,3,4,1,3,경기도,강원,2인 여행(가족 외),3,1,8,summer,2
1560,f002562,남,50,2,1,9,1,1,대전광역시,경남,3인 이상 여행(가족 외),3,3,6,summer,2
1561,h006408,여,30,2,2,4,6,7,서울특별시,도서 지역,나홀로 여행,2,0,9,autumn,1
1562,h001275,남,30,1,4,4,2,4,경기도,제주,2인 여행(가족 외),2,1,6,summer,4
1563,e002995,여,20,1,13,1,1,5,광주광역시,서울,나홀로 여행,5,0,6,summer,2
1564,h000479,여,60,2,11,1,2,1,서울특별시,도서 지역,2인 여행(가족 외),7,1,6,summer,2
1565,h001482,남,50,2,1,11,2,2,경기도,제주,2인 가족 여행,1,1,7,summer,3
1566,h001494,여,20,2,3,4,5,4,서울특별시,제주,2인 가족 여행,2,1,7,summer,3
1567,h003953,남,20,1,3,3,3,3,광주광역시,제주,2인 여행(가족 외),1,1,8,summer,3
1568,h002552,여,20,1,2,3,4,4,부산광역시,제주,2인 여행(가족 외),1,1,8,summer,5
1569,h006681,여,50,2,3,3,1,1,제주특별자치도,제주,자녀 동반 여행,3,3,9,autumn,1
1570,e004884,남,40,2,3,5,2,2,서울특별시,도서 지역,2인 여행(가족 외),2,1,7,summer,1
1571,h001254,남,30,1,3,6,1,4,경기도,제주,3인 이상 여행(가족 외),7,3,6,summer,3
1572,h000476,남,30,1,2,4,3,4,서울특별시,제주,나홀로 여행,2,0,6,summer,3
1573,f001871,남,50,2,5,6,1,1,경상남도,부산,자녀 동반 여행,3,3,5,spring,2
1574,h006747,남,50,2,2,7,2,3,제주특별자치도,제주,자녀 동반 여행,6,2,9,autumn,1
1575,e002929,여,40,2,1,5,1,1,경기도,경기,2인 가족 여행,2,1,6,summer,1
1576,h006569,남,30,1,3,4,1,4,제주특별자치도,제주,나홀로 여행,5,0,9,autumn,1
1577,h003561,남,20,1,12,2,5,2,서울특별시,제주,3인 이상 여행(가족 외),1,3,8,summer,4
1578,h002265,남,50,2,2,6,4,3,충청남도,제주,2인 여행(가족 외),3,1,7,summer,4
1579,e004504,남,30,1,12,2,2,3,경기도,인천,2인 여행(가족 외),1,1,7,summer,2
1580,f002052,여,40,1,4,3,1,1,부산광역시,울산,2인 여행(가족 외),2,1,6,summer,1
1581,h000669,여,40,2,11,1,1,4,경기도,도서 지역,자녀 동반 여행,2,1,7,summer,4
1582,g002405,남,40,2,2,1,2,1,전라남도,전남,자녀 동반 여행,3,3,7,summer,2
1583,h006138,여,20,1,3,4,2,2,경기도,도서 지역,2인 여행(가족 외),1,1,9,autumn,1
1584,h006565,여,30,2,3,5,2,2,제주특별자치도,제주,3인 이상 여행(가족 외),1,3,9,autumn,1
1585,g003628,여,30,1,12,2,2,4,전라남도,전남,2인 여행(가족 외),3,1,7,summer,2
1586,g003627,여,40,1,13,4,2,4,부산광역시,전남,부모 동반 여행,9,2,7,summer,2
1587,h002367,여,20,1,4,4,1,4,제주특별자치도,제주,3인 이상 여행(가족 외),2,2,7,summer,2
1588,h000716,여,40,2,4,4,3,2,서울특별시,제주,부모 동반 여행,2,4,6,summer,4
1589,g005304,여,20,1,12,2,1,3,대전광역시,전남,2인 여행(가족 외),1,1,8,summer,2
1590,h000630,여,30,2,4,2,3,1,서울특별시,제주,3대 동반 여행(친척 포함),9,11,6,summer,4
1591,h004118,여,30,1,3,2,6,4,경기도,제주,2인 여행(가족 외),3,1,9,autumn,4
1592,g002004,남,40,2,9,5,1,1,경기도,충남,자녀 동반 여행,3,2,6,summer,2
1593,h006130,남,50,2,2,6,1,1,충청북도,도서 지역,2인 가족 여행,5,1,9,autumn,1
1594,h001325,남,20,1,2,5,3,7,서울특별시,제주,나홀로 여행,4,0,6,summer,3
1595,h001471,여,40,2,3,8,2,1,경기도,제주,나홀로 여행,2,0,6,summer,4
1596,e003399,여,50,2,11,1,1,1,서울특별시,인천,3인 이상 여행(가족 외),3,2,6,summer,1
1597,g002269,여,40,2,4,1,1,5,경기도,전북,자녀 동반 여행,2,3,6,summer,2
1598,h000874,여,40,1,4,4,1,3,서울특별시,제주,3인 이상 여행(가족 외),3,2,6,summer,3
1599,h001309,여,30,1,13,6,1,1,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4
1600,h004218,여,20,1,12,1,2,4,부산광역시,제주,2인 여행(가족 외),1,1,8,summer,4
1601,h002163,여,30,1,2,4,1,2,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,5
1602,e003075,여,20,1,3,5,1,1,경기도,경기,2인 여행(가족 외),1,1,6,summer,2
1603,h005267,남,20,1,12,2,1,4,경기도,제주,2인 여행(가족 외),6,1,8,summer,4
1604,g002476,남,40,1,3,5,1,1,경기도,충남,2인 여행(가족 외),7,1,7,summer,2
1605,h000052,남,40,2,3,10,3,4,서울특별시,제주,3대 동반 여행(친척 포함),3,5,5,spring,4
1606,g001771,여,20,1,2,4,7,1,경기도,충북,3인 이상 여행(가족 외),1,4,6,summer,2
1607,h004119,여,20,1,12,2,6,1,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3
1608,h006493,여,20,1,8,2,1,1,제주특별자치도,제주,나홀로 여행,4,0,9,autumn,1
1609,g002082,여,40,1,3,4,5,6,부산광역시,전남,2인 여행(가족 외),1,1,6,summer,2
1610,h002371,남,30,1,7,4,1,5,서울특별시,제주,2인 여행(가족 외),7,1,7,summer,3
1611,h006440,여,50,2,3,3,2,2,제주특별자치도,제주,자녀 동반 여행,3,3,9,autumn,1
1612,h003588,여,50,1,3,2,3,2,충청북도,제주,자녀 동반 여행,5,2,8,summer,3
1613,h004146,여,20,1,12,2,4,1,경상북도,제주,2인 여행(가족 외),2,1,8,summer,4
1614,g001967,남,20,1,12,1,1,3,광주광역시,전남,2인 여행(가족 외),1,1,6,summer,2
1615,h001081,여,20,1,4,1,3,3,광주광역시,제주,나홀로 여행,1,0,6,summer,4
1616,e013128,남,20,1,13,1,5,1,서울특별시,도서 지역,나홀로 여행,2,0,9,autumn,1
1617,g004262,남,30,1,3,4,1,1,인천광역시,전남,부모 동반 여행,2,3,7,summer,2
1618,e003759,여,20,1,3,4,1,2,서울특별시,인천,2인 여행(가족 외),7,1,6,summer,2
1619,f007750,여,20,1,3,4,5,1,부산광역시,경남,2인 여행(가족 외),1,1,8,summer,2
1620,h002444,남,20,1,12,3,2,2,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,3
1621,h006551,여,30,2,3,3,1,6,제주특별자치도,제주,2인 여행(가족 외),1,1,9,autumn,1
1622,h002633,남,20,1,2,4,1,1,경기도,제주,2인 여행(가족 외),2,1,7,summer,3
1623,h000181,남,20,1,3,4,1,6,대구광역시,제주,3인 이상 여행(가족 외),1,3,6,summer,3
1624,h006410,여,20,1,3,4,1,1,경기도,제주,나홀로 여행,4,0,9,autumn,2
1625,f006911,여,40,1,3,5,5,1,서울특별시,강원,3인 이상 여행(가족 외),2,2,8,summer,2
1626,h003271,남,40,2,1,7,4,1,제주특별자치도,제주,나홀로 여행,6,0,8,summer,1
1627,g002584,남,20,1,12,1,1,4,광주광역시,전남,2인 여행(가족 외),2,1,6,summer,2
1628,h002037,남,40,2,3,5,3,2,경기도,제주,자녀 동반 여행,3,3,7,summer,4
1629,h006630,여,40,1,5,4,2,4,제주특별자치도,제주,나홀로 여행,4,0,9,autumn,1
1630,h004499,남,30,1,12,1,1,5,부산광역시,제주,2인 가족 여행,2,1,8,summer,3
1631,e000305,남,30,2,2,6,1,1,서울특별시,인천,자녀 동반 여행,1,3,6,summer,2
1632,h006192,남,20,1,12,1,6,2,경기도,제주,2인 가족 여행,1,1,9,autumn,2
1633,g002272,여,20,1,13,1,4,4,전라남도,광주,2인 가족 여행,1,1,6,summer,1
1634,h000094,남,30,1,2,4,1,2,경기도,제주,나홀로 여행,10,0,5,spring,5
1635,h002795,여,20,1,3,3,4,4,부산광역시,제주,나홀로 여행,4,0,8,summer,4
1636,h002608,남,30,2,3,4,2,4,경상남도,제주,2인 가족 여행,1,1,8,summer,4
1637,h000877,여,40,2,3,4,2,3,울산광역시,제주,3인 이상 여행(가족 외),3,8,6,summer,5
1638,h001049,여,50,4,11,3,4,3,광주광역시,도서 지역,나홀로 여행,1,0,6,summer,2
1639,g004685,남,20,1,13,3,2,4,부산광역시,전남,3인 이상 여행(가족 외),3,3,8,summer,2
1640,h000530,남,40,2,3,5,30,2,제주특별자치도,제주,자녀 동반 여행,3,2,6,summer,1
1641,h005434,여,50,2,4,1,4,3,부산광역시,제주,자녀 동반 여행,3,3,8,summer,4
1642,h001739,남,30,1,12,1,5,6,경기도,제주,부모 동반 여행,2,2,6,summer,2
1643,h003332,남,20,1,3,5,1,1,서울특별시,제주,2인 여행(가족 외),5,1,8,summer,4
1644,g011535,남,50,2,1,6,2,2,경기도,도서 지역,3인 이상 여행(가족 외),2,3,9,autumn,1
1645,h006613,남,20,2,2,4,4,2,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
1646,h001262,여,40,2,5,2,3,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3
1647,f001929,여,40,2,3,4,5,1,경기도,강원,자녀 동반 여행,3,2,6,summer,2
1648,h001742,여,40,2,3,6,1,6,경기도,제주,자녀 동반 여행,10,2,7,summer,6
1649,h000225,여,30,1,4,3,1,4,서울특별시,제주,3인 이상 여행(가족 외),9,3,5,spring,4
1650,g004529,남,20,1,7,4,1,4,경기도,충남,2인 여행(가족 외),2,1,8,summer,2
1651,h006476,여,50,2,4,1,2,5,제주특별자치도,제주,자녀 동반 여행,3,1,9,autumn,1
1652,e003093,남,40,2,13,7,1,2,경기도,경기,2인 가족 여행,2,1,6,summer,1
1653,g002534,여,30,2,2,4,3,2,대전광역시,전북,2인 가족 여행,1,1,6,summer,2
1654,h000051,남,20,1,3,3,4,1,대전광역시,제주,나홀로 여행,7,0,5,spring,3
1655,e002687,여,40,2,13,3,4,1,서울특별시,경기,자녀 동반 여행,1,3,6,summer,1
1656,g003142,여,40,1,2,5,1,7,경기도,충남,부모 동반 여행,2,3,7,summer,2
1657,h002042,여,40,2,2,6,2,6,광주광역시,제주,3인 이상 여행(가족 외),8,8,8,summer,4
1658,e003905,남,30,1,2,4,5,5,전라북도,인천,부모 동반 여행,3,4,6,summer,2
1659,h001706,남,40,1,2,6,2,2,경기도,제주,2인 여행(가족 외),3,1,6,summer,3
1660,h000922,남,30,1,3,5,1,2,광주광역시,제주,2인 여행(가족 외),2,1,6,summer,5
1661,h006395,여,30,1,3,3,1,3,제주특별자치도,제주,2인 여행(가족 외),1,1,9,autumn,1
1662,h006496,여,50,1,3,6,3,1,제주특별자치도,제주,2인 여행(가족 외),2,1,9,autumn,1
1663,h002556,여,20,1,3,4,4,5,경기도,제주,부모 동반 여행,2,2,8,summer,4
1664,h001602,남,20,1,4,4,1,4,제주특별자치도,제주,나홀로 여행,7,0,6,summer,1
1665,e005312,남,50,2,3,6,1,2,경기도,인천,자녀 동반 여행,1,2,7,summer,1
1666,g002054,여,20,1,2,4,4,3,광주광역시,전남,3인 이상 여행(가족 외),1,4,6,summer,2
1667,g004017,여,30,2,11,1,1,3,전라남도,전남,3인 이상 여행(가족 외),6,3,7,summer,2
1668,h005052,여,20,1,3,4,5,2,경기도,제주,3인 이상 여행(가족 외),2,3,8,summer,3
1669,h000307,여,40,2,11,3,1,6,제주특별자치도,제주,자녀 동반 여행,2,3,5,spring,2
1670,e002695,여,50,2,11,2,2,2,서울특별시,경기,2인 여행(가족 외),3,1,6,summer,2
1671,h001540,여,20,1,2,5,4,2,제주특별자치도,제주,나홀로 여행,1,0,7,summer,1
1672,h003243,남,30,1,12,2,2,4,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3
1673,e003459,여,20,1,12,1,2,4,충청남도,서울,2인 여행(가족 외),1,1,6,summer,2
1674,h001849,여,40,2,3,5,1,4,서울특별시,제주,자녀 동반 여행,2,3,7,summer,4
1675,h002296,남,30,2,13,4,1,1,제주특별자치도,제주,나홀로 여행,6,0,8,summer,1
1676,h002416,남,30,1,12,1,7,6,제주특별자치도,제주,2인 가족 여행,2,1,7,summer,1
1677,h001655,남,20,1,12,1,2,2,경기도,제주,2인 여행(가족 외),2,1,7,summer,4
1678,e011693,여,40,2,3,3,2,2,경기도,인천,자녀 동반 여행,7,2,8,summer,1
1679,e003457,남,30,2,11,1,3,7,인천광역시,경기,2인 가족 여행,2,1,6,summer,1
1680,f000929,여,50,2,3,1,3,1,경기도,강원,자녀 동반 여행,8,2,5,spring,2
1681,e003499,남,40,2,3,4,2,3,경기도,인천,2인 여행(가족 외),2,1,6,summer,1
1682,h001034,여,20,1,2,4,1,3,인천광역시,제주,3인 이상 여행(가족 외),3,3,6,summer,3
1683,h000042,여,60,2,2,5,1,4,서울특별시,제주,3인 이상 여행(가족 외),2,3,5,spring,3
1684,f005286,남,20,1,3,4,4,4,경기도,강원,부모 동반 여행,3,3,8,summer,2
1685,g000846,남,30,1,2,5,1,6,충청남도,충남,2인 여행(가족 외),3,1,6,summer,2
1686,h001213,남,20,2,3,8,2,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3
1687,g002105,여,30,2,4,4,4,1,서울특별시,전남,2인 가족 여행,1,1,6,summer,2
1688,f003388,남,30,2,3,5,2,4,경상남도,경남,자녀 동반 여행,3,2,6,summer,1
1689,g003767,여,20,1,3,4,4,1,인천광역시,전남,2인 여행(가족 외),1,1,7,summer,2
1690,h002328,남,40,1,4,4,1,2,서울특별시,제주,2인 여행(가족 외),7,1,7,summer,4
1691,h001660,여,30,2,3,2,4,4,서울특별시,제주,3인 이상 여행(가족 외),2,2,7,summer,3
1692,g002663,남,40,2,2,5,1,2,전라북도,전북,2인 가족 여행,2,1,6,summer,2
1693,h000108,여,20,1,3,5,5,2,경기도,제주,나홀로 여행,2,0,6,summer,5
1694,e002795,여,20,1,3,3,5,5,서울특별시,인천,3인 이상 여행(가족 외),5,4,6,summer,2
1695,h000192,여,40,2,3,7,2,4,대전광역시,제주,자녀 동반 여행,1,3,5,spring,5
1696,h002308,여,40,2,2,5,1,4,충청북도,제주,자녀 동반 여행,1,2,7,summer,6
1697,h001542,여,20,1,2,1,5,1,대구광역시,제주,2인 여행(가족 외),1,1,7,summer,4
1698,h006671,남,20,1,4,4,3,7,제주특별자치도,제주,2인 여행(가족 외),3,1,9,autumn,1
1699,h004225,여,30,1,12,3,3,5,서울특별시,제주,부모 동반 여행,9,4,8,summer,4
1700,h004977,남,50,2,1,4,3,1,제주특별자치도,제주,2인 가족 여행,3,1,9,autumn,1
1701,h006152,여,20,1,12,2,2,4,서울특별시,제주,2인 여행(가족 외),7,1,9,autumn,2
1702,f001523,여,40,1,4,4,2,2,서울특별시,대구,2인 여행(가족 외),1,1,5,spring,3
1703,h004411,남,30,1,12,1,3,3,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,5
1704,f004728,여,50,2,5,3,1,5,부산광역시,울산,3인 이상 여행(가족 외),3,2,7,summer,2
1705,h003774,여,20,1,12,2,2,4,인천광역시,제주,2인 여행(가족 외),1,1,8,summer,3
1706,h002310,남,20,1,12,2,4,1,대전광역시,제주,3인 이상 여행(가족 외),3,4,7,summer,4
1707,h001285,여,30,1,3,3,2,4,제주특별자치도,제주,나홀로 여행,2,0,6,summer,1
1708,h001125,여,30,1,3,4,3,2,경기도,제주,2인 여행(가족 외),9,1,6,summer,3
1709,h002779,남,20,1,12,1,4,1,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,3
1710,h001966,여,30,1,3,4,1,2,대구광역시,제주,3인 이상 여행(가족 외),2,2,7,summer,3
1711,f003899,여,30,1,3,3,1,5,경상남도,경북,2인 여행(가족 외),7,1,7,summer,1
1712,h003599,남,30,1,2,5,6,2,서울특별시,제주,2인 여행(가족 외),6,1,8,summer,3
1713,e002129,여,40,2,2,5,4,3,서울특별시,경기,자녀 동반 여행,3,2,6,summer,2
1714,h003961,남,30,1,12,9,4,4,대구광역시,제주,2인 여행(가족 외),1,1,9,autumn,3
1715,h006543,남,50,2,2,5,1,2,제주특별자치도,제주,자녀 동반 여행,3,2,9,autumn,1
1716,h001366,남,20,1,12,3,4,6,부산광역시,제주,3인 이상 여행(가족 외),3,2,6,summer,3
1717,f003647,남,20,1,12,1,1,2,대구광역시,부산,2인 여행(가족 외),1,1,6,summer,1
1718,h000588,남,30,2,2,4,2,2,인천광역시,제주,자녀 동반 여행,3,3,6,summer,5
1719,f009748,여,50,4,2,3,1,1,서울특별시,경남,2인 여행(가족 외),1,1,9,autumn,1
1720,f001890,여,40,2,2,3,1,1,대구광역시,부산,나홀로 여행,4,0,5,spring,2
1721,h000224,여,50,2,4,3,5,5,제주특별자치도,제주,2인 가족 여행,1,1,5,spring,1
1722,h005149,여,30,1,4,4,5,4,충청북도,제주,2인 여행(가족 외),2,1,8,summer,3
1723,h000771,여,40,1,3,4,1,1,인천광역시,제주,부모 동반 여행,2,2,6,summer,4
1724,h005953,남,50,2,2,7,1,4,서울특별시,도서 지역,자녀 동반 여행,8,4,9,autumn,3
1725,h001686,여,20,1,12,2,4,5,전라북도,제주,2인 여행(가족 외),1,1,7,summer,3
1726,g002878,남,40,2,2,5,1,4,경기도,충남,자녀 동반 여행,2,3,6,summer,2
1727,h002982,여,30,1,12,2,2,6,경기도,제주,3인 이상 여행(가족 외),2,2,8,summer,4
1728,h006457,남,30,1,2,3,1,2,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,1
1729,h000800,여,40,2,3,11,2,4,경기도,제주,자녀 동반 여행,1,2,6,summer,4
1730,f005375,남,40,2,3,8,6,2,경기도,강원,3인 이상 여행(가족 외),1,3,8,summer,2
1731,g004899,여,40,2,4,5,1,3,부산광역시,전남,자녀 동반 여행,2,2,8,summer,2
1732,h005455,남,50,2,7,6,3,1,인천광역시,제주,2인 가족 여행,2,1,8,summer,3
1733,h005841,남,20,1,4,2,2,3,광주광역시,제주,2인 여행(가족 외),1,1,9,autumn,3
1734,h000782,남,30,1,2,4,2,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,4
1735,e002261,여,20,1,2,4,1,2,서울특별시,인천,2인 가족 여행,3,1,6,summer,2
1736,e005661,여,40,2,11,3,2,4,서울특별시,경기,2인 여행(가족 외),2,1,8,summer,1
1737,h002873,여,30,1,3,7,1,2,경기도,제주,2인 여행(가족 외),3,1,8,summer,4
1738,h000914,여,20,2,11,2,2,1,경기도,제주,자녀 동반 여행,7,2,6,summer,5
1739,h005358,여,20,1,12,2,6,6,대구광역시,제주,나홀로 여행,7,0,8,summer,1
1740,g000283,여,30,2,3,4,2,4,광주광역시,전남,2인 가족 여행,1,1,5,spring,1
1741,h002733,남,20,1,3,4,2,6,광주광역시,제주,부모 동반 여행,1,4,8,summer,3
1742,g005140,여,40,2,3,1,6,2,세종특별자치시,전남,자녀 동반 여행,3,5,8,summer,4
1743,h002345,여,20,1,3,4,1,4,충청남도,제주,3인 이상 여행(가족 외),2,2,7,summer,4
1744,g001188,여,40,2,3,3,2,3,대전광역시,충남,자녀 동반 여행,1,4,5,spring,2
1745,h003778,남,20,1,12,2,3,1,경기도,제주,2인 여행(가족 외),3,1,8,summer,4
1746,h006037,남,60,2,2,3,2,1,서울특별시,도서 지역,나홀로 여행,7,0,9,autumn,2
1747,h005586,여,50,2,3,1,6,2,경기도,제주,2인 가족 여행,2,1,8,summer,3
1748,g003772,여,40,2,3,4,2,2,울산광역시,전남,자녀 동반 여행,3,3,7,summer,2
1749,h000086,여,30,1,2,6,4,2,경기도,제주,나홀로 여행,1,0,5,spring,7
1750,f001164,여,40,2,2,1,2,3,대구광역시,부산,자녀 동반 여행,1,2,5,spring,2
1751,e001253,여,50,2,2,4,2,3,전라북도,서울,2인 여행(가족 외),3,1,5,spring,2
1752,h000678,여,50,2,11,2,1,2,인천광역시,제주,자녀 동반 여행,3,2,6,summer,4
1753,f002081,남,30,2,4,5,1,4,경기도,대구,자녀 동반 여행,2,2,6,summer,1
1754,h001441,여,30,1,4,3,3,2,경기도,제주,나홀로 여행,1,0,7,summer,3
1755,g003158,남,50,2,5,5,1,1,광주광역시,전북,자녀 동반 여행,7,2,6,summer,2
1756,f000501,여,40,2,3,5,1,3,서울특별시,강원,부모 동반 여행,3,5,5,spring,3
1757,h006460,남,50,2,2,7,5,4,제주특별자치도,제주,자녀 동반 여행,1,3,9,autumn,1
1758,e002545,여,30,2,4,4,3,5,인천광역시,서울,자녀 동반 여행,1,2,6,summer,2
1759,h000335,여,40,2,11,1,2,3,부산광역시,도서 지역,자녀 동반 여행,1,2,6,summer,3
1760,h004082,여,20,1,12,1,5,1,제주특별자치도,제주,2인 여행(가족 외),3,1,8,summer,2
1761,e007496,남,30,2,2,1,2,1,서울특별시,도서 지역,부모 동반 여행,3,2,8,summer,1
1762,h000156,여,40,1,3,4,2,1,부산광역시,제주,3인 이상 여행(가족 외),3,2,5,spring,3
1763,h003627,여,20,1,12,1,5,4,광주광역시,제주,2인 여행(가족 외),3,1,8,summer,4
